,age,occupation,marriage status,education level,balance,housing,loan,have termed deposit,credit_scores,credit_conditions
41275,64,retired,married,tertiary,380,no,no,yes,380,below mean
41276,69,retired,married,secondary,0,no,no,yes,0,below mean
41277,48,management,married,tertiary,1519,no,no,no,1519,above mean
41278,36,management,married,tertiary,255,no,no,yes,255,below mean
41279,43,services,married,secondary,2145,no,no,yes,2145,above mean
41280,49,technician,married,secondary,3466,yes,no,no,4556,above mean
41281,43,management,divorced,tertiary,9,yes,no,no,1099,above mean
41282,28,management,single,tertiary,730,yes,no,no,1820,above mean
41283,63,housemaid,married,primary,91,no,no,yes,91,below mean
41284,36,services,married,secondary,3064,yes,no,no,4154,above mean
41285,35,technician,single,tertiary,992,yes,no,no,2082,above mean
41286,70,retired,married,secondary,1853,no,no,yes,1853,above mean
41287,60,technician,single,primary,11262,no,no,yes,11262,above mean
41288,26,student,single,secondary,620,no,no,no,620,below mean
41289,61,retired,married,secondary,399,no,no,no,399,below mean
41290,84,retired,married,primary,1702,no,no,no,1702,above mean
41291,86,retired,divorced,primary,0,no,no,yes,0,below mean
41292,40,technician,married,secondary,3056,no,no,no,3056,above mean
41293,64,retired,married,unknown,34,no,no,yes,34,below mean
41294,72,retired,married,secondary,1129,no,no,yes,1129,above mean
41295,42,management,married,tertiary,294,no,no,yes,294,below mean
41296,60,retired,married,tertiary,108,no,no,yes,108,below mean
41297,43,management,single,tertiary,1696,yes,no,yes,2786,above mean
41298,39,technician,divorced,secondary,385,no,no,no,385,below mean
41299,21,student,single,primary,1596,no,no,no,1596,above mean
41300,25,student,single,secondary,331,no,no,yes,331,below mean
41301,36,technician,single,tertiary,40,no,no,no,40,below mean
41302,51,management,married,tertiary,2582,no,no,no,2582,above mean
41303,57,management,divorced,unknown,854,no,no,yes,854,below mean
41304,31,management,single,tertiary,404,no,no,no,404,below mean
41305,29,technician,single,secondary,382,no,no,no,382,below mean
41306,28,management,single,tertiary,223,yes,no,yes,1313,above mean
41307,36,blue-collar,single,secondary,40,yes,no,yes,1130,above mean
41308,26,student,single,tertiary,97,no,no,no,97,below mean
41309,59,retired,married,secondary,1341,no,no,no,1341,above mean
41310,66,retired,married,secondary,2048,no,no,yes,2048,above mean
41311,33,technician,single,tertiary,3689,no,no,yes,3689,above mean
41312,25,admin.,single,tertiary,11,no,yes,no,-5814,below zero
41313,29,technician,single,secondary,323,no,no,no,323,below mean
41314,36,technician,single,secondary,539,yes,no,yes,1629,above mean
41315,29,technician,single,secondary,590,no,no,yes,590,below mean
41316,28,admin.,single,secondary,27,no,no,no,27,below mean
41317,43,technician,divorced,secondary,1612,no,no,no,1612,above mean
41318,68,retired,married,tertiary,2820,no,no,no,2820,above mean
41319,31,blue-collar,single,primary,660,yes,no,no,1750,above mean
41320,62,unemployed,married,secondary,780,no,no,yes,780,below mean
41321,32,admin.,married,secondary,31,no,no,no,31,below mean
41322,36,admin.,divorced,tertiary,289,yes,yes,no,-4446,below zero
41323,34,technician,single,secondary,2583,no,no,no,2583,above mean
41324,26,services,single,secondary,38,no,no,no,38,below mean
41325,65,retired,divorced,tertiary,0,no,no,no,0,below mean
41326,42,admin.,married,secondary,1535,yes,no,no,2625,above mean
41327,32,management,married,tertiary,937,no,no,no,937,below mean
41328,34,technician,single,tertiary,612,no,no,no,612,below mean
41329,28,management,single,tertiary,4985,yes,no,no,6075,above mean
41330,39,management,married,tertiary,93,yes,no,no,1183,above mean
41331,72,retired,divorced,primary,0,no,no,no,0,below mean
41332,34,blue-collar,married,secondary,1464,yes,no,yes,2554,above mean
41333,35,technician,single,tertiary,7546,yes,no,no,8636,above mean
41334,29,unemployed,single,tertiary,1311,no,no,yes,1311,above mean
41335,30,management,married,tertiary,7,yes,no,yes,1097,above mean
41336,66,admin.,divorced,secondary,220,no,no,no,220,below mean
41337,28,management,single,tertiary,207,no,no,no,207,below mean
41338,32,technician,married,tertiary,636,yes,no,yes,1726,above mean
41339,62,retired,married,secondary,13,no,no,no,13,below mean
41340,39,blue-collar,single,primary,24277,no,no,yes,24277,above mean
41341,32,technician,married,secondary,1026,no,no,no,1026,below mean
41342,22,student,single,secondary,1564,no,no,no,1564,above mean
41343,38,technician,single,tertiary,0,no,no,no,0,below mean
41344,55,admin.,divorced,secondary,1872,no,no,yes,1872,above mean
41345,36,management,single,tertiary,490,no,no,yes,490,below mean
41346,76,retired,married,primary,2632,no,no,no,2632,above mean
41347,34,blue-collar,married,secondary,0,yes,no,no,1090,above mean
41348,34,management,single,tertiary,747,no,no,no,747,below mean
41349,33,technician,single,tertiary,2340,no,no,no,2340,above mean
41350,34,self-employed,married,tertiary,980,no,no,no,980,below mean
41351,36,unemployed,single,tertiary,953,yes,no,no,2043,above mean
41352,73,retired,married,secondary,250,no,no,no,250,below mean
41353,27,student,single,tertiary,118,no,no,yes,118,below mean
41354,45,management,married,tertiary,4119,yes,yes,yes,-616,below zero
41355,63,retired,married,secondary,243,no,no,no,243,below mean
41356,49,self-employed,married,tertiary,99,yes,yes,no,-4636,below zero
41357,55,management,married,unknown,1504,yes,no,yes,2594,above mean
41358,41,management,married,tertiary,285,yes,no,no,1375,above mean
41359,55,management,married,tertiary,2960,yes,no,no,4050,above mean
41360,52,blue-collar,married,secondary,2087,yes,no,yes,3177,above mean
41361,34,services,single,secondary,15,no,no,no,15,below mean
41362,53,management,divorced,tertiary,6649,yes,no,no,7739,above mean
41363,49,management,single,tertiary,5689,no,no,yes,5689,above mean
41364,38,blue-collar,married,secondary,748,yes,no,no,1838,above mean
41365,25,technician,single,tertiary,1231,no,no,yes,1231,above mean
41366,37,unemployed,married,tertiary,7620,no,no,no,7620,above mean
41367,22,services,single,secondary,652,no,no,no,652,below mean
41368,30,blue-collar,married,primary,201,yes,no,yes,1291,above mean
41369,36,technician,married,secondary,191,no,no,no,191,below mean
41370,34,blue-collar,single,secondary,869,no,no,no,869,below mean
41371,33,technician,single,secondary,1429,yes,no,yes,2519,above mean
41372,21,student,single,secondary,557,no,no,no,557,below mean
41373,23,student,single,secondary,922,no,no,no,922,below mean
41374,32,entrepreneur,single,tertiary,59649,no,no,no,59649,above mean
41375,43,management,divorced,unknown,7702,no,no,no,7702,above mean
41376,74,retired,married,primary,2894,no,no,no,2894,above mean
41377,39,management,married,tertiary,119,yes,no,yes,1209,above mean
41378,35,management,married,tertiary,4,no,no,no,4,below mean
41379,62,retired,married,secondary,816,no,no,no,816,below mean
41380,43,unemployed,married,unknown,970,yes,no,no,2060,above mean
41381,26,management,single,tertiary,200,no,no,no,200,below mean
41382,48,management,divorced,tertiary,17964,yes,no,yes,19054,above mean
41383,63,retired,married,unknown,1849,no,no,no,1849,above mean
41384,45,technician,married,unknown,886,yes,no,no,1976,above mean
41385,63,entrepreneur,married,primary,2287,no,no,no,2287,above mean
41386,37,entrepreneur,married,tertiary,310,no,no,no,310,below mean
41387,82,retired,married,primary,103,no,no,no,103,below mean
41388,24,technician,single,secondary,1298,no,no,no,1298,above mean
41389,30,admin.,single,tertiary,4129,no,no,no,4129,above mean
41390,36,management,married,tertiary,1113,no,no,yes,1113,above mean
41391,27,admin.,married,secondary,1596,no,no,yes,1596,above mean
41392,51,management,married,tertiary,2635,no,no,yes,2635,above mean
41393,25,services,single,secondary,162,yes,no,yes,1252,above mean
41394,35,technician,single,secondary,183,no,no,no,183,below mean
41395,48,technician,married,secondary,568,yes,no,yes,1658,above mean
41396,70,retired,married,secondary,2626,no,no,yes,2626,above mean
41397,63,retired,married,secondary,4752,no,no,yes,4752,above mean
41398,39,admin.,married,secondary,973,yes,no,no,2063,above mean
41399,34,services,single,secondary,528,yes,no,yes,1618,above mean
41400,38,management,married,tertiary,1198,yes,no,no,2288,above mean
41401,44,admin.,married,secondary,764,yes,no,no,1854,above mean
41402,19,student,single,secondary,4,no,no,no,4,below mean
41403,32,management,married,tertiary,1270,no,no,no,1270,above mean
41404,46,admin.,married,tertiary,2552,no,no,yes,2552,above mean
41405,71,retired,married,tertiary,653,no,no,yes,653,below mean
41406,83,retired,divorced,primary,0,no,no,no,0,below mean
41407,44,technician,single,tertiary,2033,no,no,yes,2033,above mean
41408,37,admin.,single,secondary,0,yes,yes,no,-4735,below zero
41409,36,management,married,tertiary,86,yes,no,no,1176,above mean
41410,31,self-employed,single,tertiary,3343,no,no,yes,3343,above mean
41411,32,admin.,married,secondary,995,no,no,yes,995,below mean
41412,51,management,married,tertiary,994,no,no,no,994,below mean
41413,72,management,married,secondary,6199,no,no,no,6199,above mean
41414,27,admin.,single,tertiary,313,no,yes,no,-5512,below zero
41415,45,housemaid,married,tertiary,40,yes,no,no,1130,above mean
41416,40,unemployed,single,tertiary,7968,no,no,yes,7968,above mean
41417,30,admin.,divorced,secondary,419,no,no,no,419,below mean
41418,62,management,married,tertiary,0,no,no,yes,0,below mean
41419,55,management,married,tertiary,0,yes,yes,no,-4735,below zero
41420,69,retired,divorced,secondary,6850,no,no,no,6850,above mean
41421,46,management,married,tertiary,1950,no,no,no,1950,above mean
41422,30,admin.,single,secondary,0,no,no,yes,0,below mean
41423,73,retired,single,secondary,1050,no,no,no,1050,above mean
41424,47,management,married,tertiary,0,yes,no,no,1090,above mean
41425,55,management,married,primary,2587,no,no,yes,2587,above mean
41426,35,technician,married,secondary,2789,yes,no,no,3879,above mean
41427,60,retired,married,secondary,5267,no,no,yes,5267,above mean
41428,57,management,divorced,tertiary,6468,yes,no,yes,7558,above mean
41429,30,management,single,tertiary,1675,no,no,no,1675,above mean
41430,52,technician,married,secondary,1423,no,no,no,1423,above mean
41431,37,unemployed,married,unknown,4565,no,no,no,4565,above mean
41432,69,retired,married,secondary,148,no,no,no,148,below mean
41433,24,student,single,secondary,154,no,no,no,154,below mean
41434,43,management,married,tertiary,13450,yes,no,no,14540,above mean
41435,26,management,single,tertiary,9447,no,no,no,9447,above mean
41436,59,admin.,single,secondary,4744,no,no,yes,4744,above mean
41437,31,technician,single,tertiary,882,no,no,yes,882,below mean
41438,26,technician,single,secondary,1231,yes,no,yes,2321,above mean
41439,73,retired,married,unknown,3443,no,no,yes,3443,above mean
41440,30,admin.,single,secondary,2568,no,no,yes,2568,above mean
41441,62,housemaid,married,secondary,565,no,no,no,565,below mean
41442,51,housemaid,married,primary,339,no,no,no,339,below mean
41443,33,student,single,unknown,5969,no,no,no,5969,above mean
41444,35,management,single,tertiary,80,no,no,yes,80,below mean
41445,32,management,married,tertiary,2667,yes,no,no,3757,above mean
41446,19,student,single,secondary,527,no,no,no,527,below mean
41447,65,housemaid,married,primary,2179,yes,no,no,3269,above mean
41448,74,retired,married,primary,0,no,no,no,0,below mean
41449,38,blue-collar,married,primary,3195,no,no,no,3195,above mean
41450,48,management,married,primary,606,no,no,no,606,below mean
41451,64,retired,married,tertiary,1644,no,no,yes,1644,above mean
41452,36,technician,married,tertiary,1354,no,no,yes,1354,above mean
41453,55,admin.,married,secondary,602,no,no,yes,602,below mean
41454,72,retired,married,secondary,6253,no,no,no,6253,above mean
41455,63,retired,married,tertiary,1795,no,no,yes,1795,above mean
41456,35,management,single,tertiary,7918,no,no,yes,7918,above mean
41457,62,unknown,married,secondary,367,no,no,no,367,below mean
41458,33,technician,married,secondary,2147,no,no,no,2147,above mean
41459,57,retired,married,tertiary,4451,no,yes,no,-1374,below zero
41460,42,management,single,tertiary,0,no,no,no,0,below mean
41461,64,unknown,married,unknown,2280,no,no,no,2280,above mean
41462,33,management,married,tertiary,1390,no,no,no,1390,above mean
41463,24,admin.,single,tertiary,0,yes,no,no,1090,above mean
41464,41,management,single,tertiary,6116,no,no,no,6116,above mean
41465,52,technician,married,secondary,0,yes,no,yes,1090,above mean
41466,53,housemaid,married,secondary,1182,yes,no,no,2272,above mean
41467,25,management,single,tertiary,490,no,no,no,490,below mean
41468,34,management,single,tertiary,268,no,no,yes,268,below mean
41469,78,retired,married,primary,301,no,no,no,301,below mean
41470,86,retired,divorced,unknown,157,no,no,no,157,below mean
41471,27,entrepreneur,married,tertiary,1991,no,yes,no,-3834,below zero
41472,36,services,married,secondary,52,yes,no,yes,1142,above mean
41473,31,management,single,tertiary,924,no,no,yes,924,below mean
41474,25,management,single,tertiary,89,no,no,no,89,below mean
41475,45,management,single,tertiary,1411,no,no,yes,1411,above mean
41476,35,self-employed,single,tertiary,44,no,no,no,44,below mean
41477,24,unemployed,single,secondary,2696,no,no,no,2696,above mean
41478,59,management,married,tertiary,315,no,no,no,315,below mean
41479,26,admin.,single,secondary,3529,no,yes,no,-2296,below zero
41480,57,management,married,primary,772,yes,no,no,1862,above mean
41481,47,retired,single,primary,3033,no,no,yes,3033,above mean
41482,50,admin.,married,tertiary,6574,no,no,yes,6574,above mean
41483,31,management,married,tertiary,155,yes,no,no,1245,above mean
41484,70,retired,divorced,secondary,0,no,no,yes,0,below mean
41485,22,student,single,unknown,2281,no,no,no,2281,above mean
41486,43,blue-collar,married,secondary,2160,no,no,yes,2160,above mean
41487,18,student,single,unknown,108,no,no,yes,108,below mean
41488,34,management,married,tertiary,1022,yes,no,no,2112,above mean
41489,33,self-employed,married,secondary,409,no,no,yes,409,below mean
41490,24,technician,single,secondary,726,no,no,yes,726,below mean
41491,56,retired,married,unknown,230,no,no,no,230,below mean
41492,25,admin.,single,secondary,1871,no,no,yes,1871,above mean
41493,26,management,single,tertiary,1094,yes,no,yes,2184,above mean
41494,32,management,single,tertiary,2915,no,no,yes,2915,above mean
41495,28,management,single,secondary,1633,no,no,no,1633,above mean
41496,31,management,single,tertiary,0,yes,no,no,1090,above mean
41497,25,student,single,unknown,480,no,no,yes,480,below mean
41498,39,technician,married,secondary,1587,yes,no,yes,2677,above mean
41499,58,management,married,tertiary,1227,no,no,yes,1227,above mean
41500,19,student,single,secondary,88,no,no,no,88,below mean
41501,37,blue-collar,married,secondary,4321,no,no,no,4321,above mean
41502,42,management,married,tertiary,1205,no,no,yes,1205,above mean
41503,30,blue-collar,single,secondary,161,no,yes,yes,-5664,below zero
41504,57,admin.,divorced,secondary,0,no,no,no,0,below mean
41505,76,retired,divorced,primary,802,no,no,yes,802,below mean
41506,79,retired,married,secondary,723,no,no,yes,723,below mean
41507,40,admin.,married,secondary,732,no,no,no,732,below mean
41508,70,retired,married,primary,6538,no,no,yes,6538,above mean
41509,35,management,married,tertiary,2161,no,no,yes,2161,above mean
41510,30,management,single,tertiary,147,no,no,yes,147,below mean
41511,60,retired,married,secondary,0,no,no,yes,0,below mean
41512,50,blue-collar,married,primary,3764,no,no,yes,3764,above mean
41513,35,technician,married,secondary,114,yes,yes,no,-4621,below zero
41514,51,unemployed,married,secondary,1416,no,no,yes,1416,above mean
41515,71,retired,married,tertiary,14220,yes,no,yes,15310,above mean
41516,81,retired,divorced,primary,519,no,no,no,519,below mean
41517,30,services,married,secondary,208,no,no,no,208,below mean
41518,31,management,single,tertiary,12569,no,no,yes,12569,above mean
41519,67,retired,married,unknown,714,no,no,no,714,below mean
41520,69,retired,married,secondary,745,no,no,no,745,below mean
41521,45,admin.,married,secondary,129,yes,no,no,1219,above mean
41522,77,retired,single,primary,300,no,no,no,300,below mean
41523,62,retired,married,secondary,495,no,yes,no,-5330,below zero
41524,82,unknown,divorced,unknown,0,no,no,no,0,below mean
41525,32,admin.,single,secondary,555,yes,no,yes,1645,above mean
41526,70,retired,single,primary,0,no,no,no,0,below mean
41527,32,self-employed,married,tertiary,1676,yes,no,no,2766,above mean
41528,34,management,married,tertiary,158,no,no,yes,158,below mean
41529,28,admin.,single,secondary,261,yes,yes,yes,-4474,below zero
41530,67,self-employed,married,tertiary,1979,no,no,no,1979,above mean
41531,45,management,married,tertiary,786,no,no,yes,786,below mean
41532,32,blue-collar,married,secondary,889,yes,no,yes,1979,above mean
41533,32,management,single,tertiary,1954,yes,yes,no,-2781,below zero
41534,62,retired,married,primary,383,no,no,no,383,below mean
41535,38,management,married,tertiary,1,no,no,no,1,below mean
41536,53,entrepreneur,married,primary,27,yes,no,yes,1117,above mean
41537,26,student,single,tertiary,13887,no,no,no,13887,above mean
41538,61,retired,married,primary,1742,no,no,no,1742,above mean
41539,60,admin.,married,unknown,478,no,no,no,478,below mean
41540,23,student,single,primary,1235,no,no,no,1235,above mean
41541,67,retired,married,primary,708,no,no,no,708,below mean
41542,38,unknown,single,tertiary,0,no,no,yes,0,below mean
41543,72,retired,married,secondary,17739,no,no,no,17739,above mean
41544,30,management,single,tertiary,440,yes,no,no,1530,above mean
41545,58,housemaid,married,primary,4605,no,no,no,4605,above mean
41546,27,student,single,tertiary,-148,yes,no,no,942,below mean
41547,56,admin.,single,secondary,2815,yes,no,yes,3905,above mean
41548,61,retired,married,secondary,5207,no,no,no,5207,above mean
41549,42,technician,married,secondary,3082,no,no,yes,3082,above mean
41550,36,management,married,tertiary,495,no,no,yes,495,below mean
41551,20,student,single,unknown,479,no,no,no,479,below mean
41552,47,technician,married,secondary,1233,yes,no,yes,2323,above mean
41553,63,retired,married,secondary,2747,no,no,no,2747,above mean
41554,73,retired,married,unknown,739,no,no,yes,739,below mean
41555,46,blue-collar,married,secondary,640,yes,no,yes,1730,above mean
41556,32,management,single,tertiary,2,yes,no,yes,1092,above mean
41557,73,retired,married,tertiary,1843,no,no,yes,1843,above mean
41558,49,entrepreneur,divorced,tertiary,315,no,no,no,315,below mean
41559,28,blue-collar,single,secondary,322,no,no,yes,322,below mean
41560,46,management,married,tertiary,7331,no,no,yes,7331,above mean
41561,74,retired,married,primary,1765,no,no,yes,1765,above mean
41562,71,retired,divorced,tertiary,1236,yes,no,yes,2326,above mean
41563,37,management,married,tertiary,0,no,no,no,0,below mean
41564,31,self-employed,single,tertiary,275,no,no,no,275,below mean
41565,28,management,married,secondary,3,yes,no,no,1093,above mean
41566,41,admin.,divorced,secondary,6046,yes,yes,yes,1311,above mean
41567,20,student,single,secondary,29,no,no,no,29,below mean
41568,28,management,single,tertiary,2380,no,no,no,2380,above mean
41569,73,retired,married,primary,934,no,no,yes,934,below mean
41570,37,management,married,tertiary,99,no,no,no,99,below mean
41571,47,technician,divorced,secondary,1013,no,no,yes,1013,below mean
41572,49,technician,divorced,tertiary,596,yes,no,yes,1686,above mean
41573,48,management,married,tertiary,2351,no,no,yes,2351,above mean
41574,46,management,married,tertiary,273,yes,no,yes,1363,above mean
41575,40,admin.,married,secondary,4775,no,no,yes,4775,above mean
41576,57,blue-collar,married,primary,3109,no,no,yes,3109,above mean
41577,50,housemaid,married,secondary,388,no,no,yes,388,below mean
41578,34,blue-collar,married,secondary,262,no,no,yes,262,below mean
41579,56,services,married,secondary,654,no,no,yes,654,below mean
41580,31,student,single,tertiary,64,no,no,no,64,below mean
41581,32,technician,single,tertiary,1855,no,no,yes,1855,above mean
41582,50,management,divorced,tertiary,810,no,no,yes,810,below mean
41583,54,unemployed,divorced,secondary,1664,no,no,yes,1664,above mean
41584,48,management,married,tertiary,2,no,no,no,2,below mean
41585,26,management,single,tertiary,362,no,no,yes,362,below mean
41586,33,management,married,tertiary,1323,no,no,no,1323,above mean
41587,50,management,married,tertiary,1612,no,no,no,1612,above mean
41588,40,technician,married,tertiary,1293,no,no,yes,1293,above mean
41589,31,management,single,tertiary,3384,no,no,yes,3384,above mean
41590,29,management,single,unknown,345,no,no,no,345,below mean
41591,29,management,single,tertiary,874,yes,no,yes,1964,above mean
41592,40,technician,married,secondary,1819,no,no,no,1819,above mean
41593,28,technician,single,tertiary,865,no,no,no,865,below mean
41594,76,retired,married,secondary,242,no,no,no,242,below mean
41595,52,housemaid,married,primary,10943,no,no,yes,10943,above mean
41596,38,technician,married,secondary,4539,no,no,yes,4539,above mean
41597,34,management,single,tertiary,417,yes,no,no,1507,above mean
41598,23,student,single,secondary,780,no,no,no,780,below mean
41599,71,retired,married,primary,4847,no,no,no,4847,above mean
41600,71,retired,married,primary,0,no,no,no,0,below mean
41601,35,management,single,tertiary,805,no,no,no,805,below mean
41602,25,management,single,tertiary,553,yes,no,no,1643,above mean
41603,46,management,married,tertiary,2817,no,no,yes,2817,above mean
41604,41,student,single,secondary,595,yes,no,no,1685,above mean
41605,26,management,single,tertiary,1646,no,no,yes,1646,above mean
41606,25,management,single,tertiary,808,no,no,yes,808,below mean
41607,28,admin.,single,secondary,762,no,no,yes,762,below mean
41608,70,retired,married,tertiary,44,no,no,yes,44,below mean
41609,59,technician,married,tertiary,883,no,no,no,883,below mean
41610,83,retired,married,primary,425,no,no,yes,425,below mean
41611,43,management,divorced,tertiary,2367,no,no,yes,2367,above mean
41612,46,management,single,secondary,5993,no,no,no,5993,above mean
41613,45,blue-collar,married,secondary,10252,no,no,yes,10252,above mean
41614,37,admin.,single,tertiary,1000,yes,no,yes,2090,above mean
41615,71,retired,divorced,secondary,4380,no,no,yes,4380,above mean
41616,65,management,divorced,tertiary,2756,no,no,no,2756,above mean
41617,27,management,single,tertiary,20585,no,no,yes,20585,above mean
41618,44,technician,married,secondary,5102,no,no,no,5102,above mean
41619,19,student,single,unknown,179,no,no,no,179,below mean
41620,32,management,divorced,tertiary,530,yes,no,no,1620,above mean
41621,47,admin.,married,secondary,2601,no,no,yes,2601,above mean
41622,37,management,married,tertiary,539,no,no,no,539,below mean
41623,39,admin.,married,secondary,150,no,no,no,150,below mean
41624,44,management,married,tertiary,1036,no,no,no,1036,above mean
41625,80,retired,married,primary,2954,no,no,no,2954,above mean
41626,52,admin.,married,secondary,118,no,no,no,118,below mean
41627,42,management,divorced,tertiary,238,no,no,yes,238,below mean
41628,43,self-employed,married,secondary,0,no,no,no,0,below mean
41629,49,self-employed,married,tertiary,1791,no,no,no,1791,above mean
41630,79,retired,married,secondary,909,no,no,no,909,below mean
41631,65,retired,married,secondary,1176,no,no,no,1176,above mean
41632,61,unemployed,married,primary,1,no,no,no,1,below mean
41633,34,admin.,married,tertiary,2552,yes,yes,no,-2183,below zero
41634,36,technician,married,tertiary,1179,yes,no,no,2269,above mean
41635,77,retired,divorced,secondary,0,no,no,yes,0,below mean
41636,23,technician,single,secondary,4545,no,no,no,4545,above mean
41637,20,student,single,secondary,1191,no,no,no,1191,above mean
41638,61,management,married,tertiary,3371,no,no,yes,3371,above mean
41639,28,student,single,tertiary,0,no,no,yes,0,below mean
41640,55,technician,divorced,secondary,929,no,yes,no,-4896,below zero
41641,57,management,married,tertiary,10583,no,no,yes,10583,above mean
41642,29,admin.,single,tertiary,14,no,no,no,14,below mean
41643,34,management,married,tertiary,16,yes,no,yes,1106,above mean
41644,50,technician,divorced,secondary,0,no,no,yes,0,below mean
41645,36,admin.,married,tertiary,1145,yes,no,no,2235,above mean
41646,25,student,single,tertiary,5,no,no,no,5,below mean
41647,41,technician,married,secondary,2152,no,no,no,2152,above mean
41648,40,blue-collar,married,secondary,1451,no,no,yes,1451,above mean
41649,74,retired,married,primary,4286,no,no,no,4286,above mean
41650,57,management,married,unknown,0,no,no,no,0,below mean
41651,38,technician,single,secondary,1711,no,no,yes,1711,above mean
41652,45,housemaid,married,secondary,4068,no,no,no,4068,above mean
41653,53,admin.,married,secondary,109,no,no,no,109,below mean
41654,84,entrepreneur,married,secondary,0,no,no,yes,0,below mean
41655,35,management,married,tertiary,611,no,no,yes,611,below mean
41656,35,management,married,tertiary,2088,yes,no,no,3178,above mean
41657,56,housemaid,divorced,secondary,1866,no,yes,no,-3959,below zero
41658,26,student,single,secondary,132,no,no,yes,132,below mean
41659,41,management,divorced,tertiary,3426,no,no,no,3426,above mean
41660,35,technician,divorced,secondary,2047,yes,no,no,3137,above mean
41661,39,management,married,tertiary,24,no,no,no,24,below mean
41662,36,unemployed,married,tertiary,39385,no,no,no,39385,above mean
41663,95,retired,married,secondary,0,no,no,no,0,below mean
41664,36,technician,married,tertiary,202,no,no,no,202,below mean
41665,48,management,married,tertiary,3842,no,no,no,3842,above mean
41666,63,housemaid,married,primary,333,no,no,no,333,below mean
41667,54,management,single,tertiary,2081,no,no,no,2081,above mean
41668,34,housemaid,single,secondary,1363,no,no,no,1363,above mean
41669,41,admin.,married,secondary,158,yes,no,no,1248,above mean
41670,61,management,married,tertiary,1224,no,no,no,1224,above mean
41671,31,technician,single,secondary,2460,no,no,no,2460,above mean
41672,59,management,married,tertiary,4152,yes,no,no,5242,above mean
41673,25,management,single,tertiary,2140,no,no,no,2140,above mean
41674,37,technician,married,unknown,189,no,no,yes,189,below mean
41675,47,management,married,tertiary,288,no,no,yes,288,below mean
41676,70,retired,married,tertiary,15834,no,no,no,15834,above mean
41677,44,blue-collar,married,secondary,1495,yes,no,no,2585,above mean
41678,37,management,single,tertiary,1027,yes,no,yes,2117,above mean
41679,26,student,single,secondary,6036,no,no,no,6036,above mean
41680,30,admin.,single,tertiary,613,no,no,no,613,below mean
41681,28,management,single,tertiary,6784,no,no,yes,6784,above mean
41682,54,management,married,tertiary,1464,no,no,yes,1464,above mean
41683,54,management,married,tertiary,8295,no,no,yes,8295,above mean
41684,50,blue-collar,married,primary,383,no,no,no,383,below mean
41685,39,admin.,married,secondary,26233,no,no,no,26233,above mean
41686,36,management,married,tertiary,22,no,no,no,22,below mean
41687,26,management,single,tertiary,170,no,no,no,170,below mean
41688,24,student,single,secondary,4126,no,no,no,4126,above mean
41689,36,admin.,married,secondary,11,yes,no,no,1101,above mean
41690,61,retired,married,secondary,2917,no,no,yes,2917,above mean
41691,34,entrepreneur,single,secondary,318,yes,no,no,1408,above mean
41692,34,technician,married,tertiary,0,no,no,no,0,below mean
41693,60,retired,married,primary,71188,no,no,no,71188,above mean
41694,57,retired,married,secondary,415,no,no,no,415,below mean
41695,30,technician,single,secondary,158,no,no,yes,158,below mean
41696,60,retired,married,primary,1588,no,no,yes,1588,above mean
41697,26,admin.,single,secondary,125,no,no,no,125,below mean
41698,24,management,single,tertiary,0,no,no,no,0,below mean
41699,39,admin.,married,secondary,168,no,no,no,168,below mean
41700,30,technician,single,tertiary,655,no,no,yes,655,below mean
41701,61,management,married,tertiary,2931,no,no,no,2931,above mean
41702,45,blue-collar,single,secondary,3727,no,no,no,3727,above mean
41703,57,management,divorced,unknown,854,no,no,yes,854,below mean
41704,44,management,married,unknown,282,no,no,yes,282,below mean
41705,70,retired,married,primary,8897,no,no,no,8897,above mean
41706,19,student,single,secondary,55,no,no,no,55,below mean
41707,63,retired,married,secondary,415,yes,no,no,1505,above mean
41708,77,retired,married,primary,121,no,no,no,121,below mean
41709,37,blue-collar,married,secondary,604,yes,no,yes,1694,above mean
41710,37,management,single,secondary,793,no,no,no,793,below mean
41711,33,management,single,tertiary,5437,no,no,yes,5437,above mean
41712,37,admin.,married,secondary,2061,yes,yes,no,-2674,below zero
41713,29,management,single,secondary,417,no,no,no,417,below mean
41714,25,admin.,single,tertiary,1185,no,no,yes,1185,above mean
41715,30,admin.,single,secondary,873,no,no,no,873,below mean
41716,63,retired,married,secondary,0,no,no,no,0,below mean
41717,31,management,single,tertiary,9629,no,no,no,9629,above mean
41718,29,technician,single,tertiary,172,yes,yes,no,-4563,below zero
41719,70,retired,divorced,secondary,3104,no,no,no,3104,above mean
41720,32,admin.,single,tertiary,272,yes,no,no,1362,above mean
41721,61,retired,married,secondary,286,no,no,no,286,below mean
41722,56,admin.,married,secondary,16873,no,no,no,16873,above mean
41723,54,unknown,married,unknown,895,no,no,yes,895,below mean
41724,60,retired,married,secondary,197,no,no,no,197,below mean
41725,34,blue-collar,single,unknown,484,no,no,no,484,below mean
41726,68,retired,married,primary,2398,no,no,no,2398,above mean
41727,42,unemployed,married,tertiary,0,no,no,no,0,below mean
41728,24,blue-collar,single,secondary,1857,yes,no,yes,2947,above mean
41729,55,unemployed,married,secondary,377,no,no,no,377,below mean
41730,66,retired,married,secondary,0,no,no,no,0,below mean
41731,26,self-employed,single,tertiary,993,no,no,no,993,below mean
41732,53,housemaid,married,primary,0,no,no,no,0,below mean
